"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Corp Science, Eng & Analysis - Corp HSS","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Corp Science, Eng & Analysis - Corp SU","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Corp Science, Eng & Analysis - Head of CSEAD","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Corp Science, Eng & Analysis - Risk Com PU","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - Midlands","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - Scotland","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Hazardous Installations Direc - Specialised Ind","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Exp Notif Body","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Head of Science","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - HR Unit","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Office for Nuclear Regulation - Director of ONR","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Office for Nuclear Regulation - ONR 2","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Planning,Fin & Procurement Dir - Dir and Support","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Communications Directorate - Director of CD","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Communications Directorate - External Comms","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Parliamentary & Secretariat Unit - Parliam & Sec U","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Chemicals Reg Directorate - Director","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Deputy Chief Executive - Strat Efft Team","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Deputy Chief Executive - Prof Supp Team","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - Yorks&North Eas","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Human Resources Directorate - Trade Unions","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Human Resources Directorate - Dir and Support","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Corp Inf & Serv","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Fire&Proc Sfty","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Operational Strategy Div - Health & Public","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Planning,Fin & Procurement Dir - Internal Audit","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Planning,Fin & Procurement Dir - Plan & Perform","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Cross Cutting Interventions - Strtgc Intvntns","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Corp Science, Eng & Analysis - Spec SU","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Deputy Chief Executive - Strategy Team","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Local Authority Unit - Local Authority","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - London","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Corp Science, Eng & Analysis - Specialist Grp","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - Wales&South Wes","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Human Resources Directorate - HR Bus Partners","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Enginrng Sfty","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Occup Hygiene","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Office for Nuclear Regulation - ONR 7","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Operational Strategy Div - Agr & Food Sect","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Communications Directorate - Internal Comms","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Office for Nuclear Regulation - ONR 4","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Chief Executives Office - Chief Execs Off","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Chemicals Reg Directorate - Bio Pes Env","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Chemicals Reg Directorate - Plan & Res","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Business Services Division - Business Serv","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - East&South East","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - North West Head","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Proj Delivery","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Legal Advisors Office - Legal Advisors","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Planning,Fin & Procurement Dir - Procurement Unt","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Cross Cutting Interventions - Wrk Env Rad&Gas","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Corp Science, Eng & Analysis - Science Strat","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Field Operations Directorate - Specialist Grp","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Hazardous Installations Direc - HID Director","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Human Resources Directorate - HR Strat & Pol","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Analytical Sci","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Explosion Sfty","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Human Sciences","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Mathematic Sci","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Health & Safety Laboratories - Train & Conf","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Office for Nuclear Regulation - ONR 1","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Operational Strategy Div - Manufacturing","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Operational Strategy Div - Serv Trans&Saf","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Cross Cutting Interventions - Dir Sup Team","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Cross Cutting Interventions - LngLat Hlth Rsk","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Communications Directorate - Comm Delivery S","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Hazardous Installations Direc - Chemical Indust","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Hazardous Installations Direc - Offshore Div","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Human Resources Directorate - Learn and Dev","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/health-and-safety-executive","Health and Safety Executive","Organization","Planning,Fin & Procurement Dir - Finance Unit","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
