"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Finance and Procurement","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Information Technology","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Country Director (Wales)","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","IMT","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Centre for Epidemiology and Risk Analysis","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Estates and Environment","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Veterinary and Technical Services","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Veterinary Exotics Notifiable Diseases Unit","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Customer Accounts and Programme Support","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Laboratory Services","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Specialist Scientific Services","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Library","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Fellowship","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Strategy and Business Planning Unit and Corporate Office","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Business Change and Programme Management Office","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
"http://reference.data.gov.uk/id/public-body/animal-health-veterinary-laboritories-agency","Animal Health Veterinary Laboritories Agency","Organization","Contingency Planning and Regulatory Hub","Department for Environment, Food and Rural Affairs","http://reference.data.gov.uk/id/department/defra"
