"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Collaborative Centre for Human Nutrition Research (HNR)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Mammalian Genetics Unit (MGU)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Prion Unit","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC General Practice Research Framework (GPRF)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Clinical Trials Unit (CTU)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Unit for Lifelong Health and Ageing","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Mitochondrial Biology Unit (MBU)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","Oxford Centre","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Mary Lyon Centre","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC-University of Glasgow Centre for Virus Research (CVR)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Cell Biology Unit (CBU)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Epidemiology Unit","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Biostatistics Unit (BSU)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","MRC Lifecourse Epidemiology Unit","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
"http://reference.data.gov.uk/id/public-body/medical-research-council","Medical Research Council","Organization","Institute of Hearing Research (IHR)","Department for Business Innovation and Skills","http://reference.data.gov.uk/id/department/bis"
